timestamp_sec,latitude,longitude,altitude,irradiance_wm2,potential_solar_power_w,alt_diff,slope_rad
56290.90909090909,-25.73242424242424,26.345151515151514,1401.0,567.6060178636639,548.3074132562992,-56.0,-0.029170670504261313
56618.181818181816,-25.71959595959596,26.327474747474746,1462.0,549.5997282180272,530.9133374586143,61.0,0.03177351382430462
56945.454545454544,-25.706767676767676,26.309797979797978,1524.0,531.7412306895102,513.6620288460668,62.0,0.03229403194223527
57272.72727272727,-25.69393939393939,26.29212121212121,1542.0,514.0536800583956,496.57585493641005,18.0,0.009378672377648686
57600.0,-25.68111111111111,26.27444444444444,1533.0,496.55906867736877,479.6760603423382,-9.0,-0.004689439309003358
57927.27272727272,-25.668282828282827,26.256767676767677,1549.0,479.27819631759075,462.9827376427926,16.0,0.00833664896831535
58254.545454545456,-25.655454545454546,26.23909090909091,1517.0,462.23064569174693,446.51480373822744,-32.0,-0.016672139308203562
58581.81818181818,-25.642626262626262,26.22141414141414,1503.0,445.4347635757543,430.28998161417866,-14.0,-0.007294607454174508
58909.09090909091,-25.629797979797978,26.203737373737372,1538.0,428.90764742285506,414.32478741047794,35.0,0.018234820757640744
59236.36363636363,-25.616969696969697,26.186060606060604,1431.0,412.6651373375652,398.6345226680879,-107.0,-0.05569497273437783
59563.63636363636,-25.604141414141413,26.168383838383836,1486.0,396.72181325237153,383.2332716017909,55.0,0.028650053263644337
59890.90909090909,-25.59131313131313,26.150707070707067,1394.0,381.090997127455,368.1339032251215,-92.0,-0.047900173973125564
60218.181818181816,-25.578484848484848,26.133030303030303,1347.0,365.7847599729844,353.34807813390285,-47.0,-0.02448457971917723
60545.454545454544,-25.565656565656564,26.115353535353535,1225.0,350.8139334748796,338.8862597367336,-122.0,-0.06348300258011594
60872.72727272727,-25.552828282828283,26.097676767676766,1191.0,336.1881259883662,324.75772970476174,-34.0,-0.01771393646051345
61200.0,-25.54,26.08,1212.0,321.9157426491807,310.97060739910853,21.0,0.01094166859631802
